order_id,order_date,customer_id,customer_segment,region,sales_rep,channel,category,product,unit_price,units_sold,discount_pct,gross_revenue,net_revenue,returned
ORD-101692,2024-11-24,CUST-7152,Small Business,East,Ravi Shah,In-Store,Office Supplies,Monitor Arm,60.33,1,0.118,60.33,53.21,False
ORD-101693,2024-11-25,CUST-8313,Consumer,Central,Marcus Webb,Wholesale,Electronics,Bluetooth Speaker,43.2,2,0.334,86.4,57.54,False
ORD-101694,2024-11-25,CUST-6236,Consumer,North,Jordan Lee,Online,Apparel,T-Shirt Pack,25.46,1,0.134,25.46,22.05,False
ORD-101695,2024-11-25,CUST-5795,Small Business,Central,Tyler Brooks,In-Store,Home & Kitchen,Cookware Set,129.82,5,0.11,649.1,577.7,False
ORD-101696,2024-11-25,CUST-9132,Consumer,North,Sam Patel,In-Store,Apparel,Running Shoes,80.06,2,0.177,160.12,131.78,False
ORD-101697,2024-11-25,CUST-6964,Small Business,Central,Marcus Webb,In-Store,Home & Kitchen,Coffee Maker,67.25,6,0.149,403.5,343.38,True
ORD-101698,2024-11-25,CUST-5282,Small Business,South,Chris Evans,Marketplace,Electronics,Wireless Earbuds,61.62,2,0.211,123.24,97.24,False
ORD-101699,2024-11-25,CUST-8046,Small Business,North,Jordan Lee,Online,Office Supplies,Ergonomic Chair,250.87,1,0.184,250.87,204.71,True
ORD-101700,2024-11-25,CUST-7605,Enterprise,North,Jordan Lee,In-Store,Apparel,Denim Jeans,54.19,3,0.141,162.57,139.65,False
ORD-101701,2024-11-25,CUST-5070,Consumer,West,Priya Nair,Online,Office Supplies,Ergonomic Chair,248.65,3,0.154,745.95,631.07,False
ORD-101702,2024-11-25,CUST-5935,Consumer,Central,Dana Kowalski,In-Store,Electronics,Wireless Earbuds,59.09,3,0.119,177.27,156.17,True
ORD-101703,2024-11-25,CUST-5914,Consumer,East,Ravi Shah,In-Store,Office Supplies,Monitor Arm,57.9,2,0.063,115.8,108.5,False
ORD-101704,2024-11-25,CUST-6062,Small Business,Central,Marcus Webb,Marketplace,Home & Kitchen,Vacuum Cleaner,152.18,2,0.196,304.36,244.71,False
ORD-101705,2024-11-25,CUST-5490,Consumer,West,Jake Chen,Marketplace,Office Supplies,Desk Lamp,35.66,1,0.144,35.66,30.52,False
ORD-101706,2024-11-25,CUST-7963,Consumer,North,Sam Patel,In-Store,Apparel,Winter Jacket,125.64,6,0.164,753.84,630.21,False
ORD-101707,2024-11-25,CUST-5686,Consumer,West,Priya Nair,Online,Home & Kitchen,Vacuum Cleaner,149.33,3,0.16,447.99,376.31,False
ORD-101708,2024-11-25,CUST-5341,Enterprise,South,Chris Evans,Marketplace,Electronics,Wireless Earbuds,62.97,4,0.191,251.88,203.77,False
ORD-101709,2024-11-26,CUST-8040,Small Business,East,Liam O'Brien,Online,Office Supplies,Notebook Set,14.52,1,0.101,14.52,13.05,False
ORD-101710,2024-11-26,CUST-7819,Consumer,North,Jordan Lee,In-Store,Apparel,T-Shirt Pack,25.38,3,0.109,76.14,67.84,False
ORD-101711,2024-11-26,CUST-7039,Enterprise,South,Chris Evans,Online,Beauty,Makeup Kit,57.71,4,0.135,230.84,199.68,False
ORD-101712,2024-11-26,CUST-5572,Small Business,East,Emily Chen,Online,Home & Kitchen,Coffee Maker,65.9,2,0.223,131.8,102.41,False
ORD-101713,2024-11-26,CUST-5594,Consumer,North,Jordan Lee,In-Store,Apparel,Running Shoes,79.61,1,0.158,79.61,67.03,False
ORD-101714,2024-11-26,CUST-7314,Consumer,East,Emily Chen,Online,Apparel,T-Shirt Pack,25.03,3,0.187,75.09,61.05,False
ORD-101715,2024-11-26,CUST-6364,Consumer,Central,Marcus Webb,Wholesale,Apparel,Winter Jacket,124.14,3,0.32,372.42,253.25,False
ORD-101716,2024-11-26,CUST-5086,Small Business,North,Jordan Lee,In-Store,Office Supplies,Desk Lamp,36.53,3,0.14,109.59,94.25,False
ORD-101717,2024-11-26,CUST-7713,Consumer,West,Jake Chen,In-Store,Electronics,Smart Watch,199.07,1,0.122,199.07,174.78,False
ORD-101718,2024-11-26,CUST-5477,Consumer,East,Ravi Shah,Online,Apparel,Denim Jeans,56.49,1,0.208,56.49,44.74,False
ORD-101719,2024-11-26,CUST-8437,Small Business,North,Alex Kim,Online,Apparel,Denim Jeans,57.37,3,0.147,172.11,146.81,False
ORD-101720,2024-11-26,CUST-5392,Enterprise,West,Jake Chen,Marketplace,Home & Kitchen,Vacuum Cleaner,146.72,3,0.18,440.16,360.93,False
ORD-101721,2024-11-26,CUST-7773,Enterprise,South,Nina Torres,Marketplace,Home & Kitchen,Blender,49.96,3,0.267,149.88,109.86,False
ORD-101722,2024-11-26,CUST-8132,Consumer,South,Maria Gomez,In-Store,Apparel,Denim Jeans,57.71,4,0.144,230.84,197.6,False
ORD-101723,2024-11-26,CUST-5520,Small Business,North,Sam Patel,Online,Home & Kitchen,Air Fryer,88.67,5,0.11,443.35,394.58,False
ORD-101724,2024-11-26,CUST-7912,Enterprise,East,Liam O'Brien,In-Store,Home & Kitchen,Vacuum Cleaner,151.79,1,0.238,151.79,115.66,False
ORD-101725,2024-11-26,CUST-5153,Small Business,East,Ravi Shah,Marketplace,Office Supplies,Desk Lamp,35.54,1,0.207,35.54,28.18,False
ORD-101726,2024-11-26,CUST-6530,Enterprise,South,Chris Evans,Marketplace,Electronics,USB-C Hub,33.78,1,0.221,33.78,26.31,False
ORD-101727,2024-11-26,CUST-6102,Enterprise,North,Jordan Lee,In-Store,Home & Kitchen,Air Fryer,92.75,1,0.194,92.75,74.76,False
ORD-101728,2024-11-27,CUST-8667,Small Business,West,Jake Chen,Wholesale,Apparel,T-Shirt Pack,24.77,8,0.297,198.16,139.31,False
ORD-101729,2024-11-27,CUST-8230,Consumer,Central,Marcus Webb,In-Store,Electronics,USB-C Hub,34.99,1,0.177,34.99,28.8,False
ORD-101730,2024-11-27,CUST-8893,Consumer,East,Liam O'Brien,Online,Apparel,Denim Jeans,55.78,5,0.196,278.9,224.24,False
ORD-101731,2024-11-27,CUST-9159,Consumer,South,Nina Torres,In-Store,Home & Kitchen,Coffee Maker,64.41,1,0.111,64.41,57.26,False
ORD-101732,2024-11-27,CUST-7298,Small Business,North,Jordan Lee,In-Store,Office Supplies,Monitor Arm,58.94,2,0.079,117.88,108.57,False
ORD-101733,2024-11-27,CUST-7730,Consumer,Central,Tyler Brooks,Online,Home & Kitchen,Cookware Set,130.59,1,0.112,130.59,115.96,False
ORD-101734,2024-11-27,CUST-8007,Consumer,North,Sam Patel,In-Store,Electronics,Wireless Earbuds,59.07,1,0.136,59.07,51.04,False
ORD-101735,2024-11-27,CUST-5552,Consumer,North,Alex Kim,In-Store,Apparel,Running Shoes,79.46,1,0.144,79.46,68.02,False
ORD-101736,2024-11-28,CUST-6492,Enterprise,East,Liam O'Brien,Marketplace,Electronics,Smart Watch,192.16,2,0.255,384.32,286.32,False
ORD-101737,2024-11-28,CUST-8267,Consumer,West,Sophie Zhang,Marketplace,Office Supplies,Ergonomic Chair,258.61,2,0.199,517.22,414.29,False
ORD-101738,2024-11-28,CUST-8163,Consumer,East,Liam O'Brien,Marketplace,Apparel,Denim Jeans,54.5,1,0.123,54.5,47.8,False
ORD-101739,2024-11-28,CUST-7103,Consumer,North,Jordan Lee,Online,Office Supplies,Standing Desk,335.39,6,0.179,2012.34,1652.13,False
ORD-101740,2024-11-28,CUST-6042,Consumer,West,Jake Chen,In-Store,Home & Kitchen,Cookware Set,133.76,3,0.113,401.28,355.94,False
ORD-101741,2024-11-28,CUST-6816,Enterprise,East,Emily Chen,In-Store,Office Supplies,Standing Desk,333.18,6,0.148,1999.08,1703.22,False
ORD-101742,2024-11-28,CUST-5554,Enterprise,West,Jake Chen,Online,Home & Kitchen,Coffee Maker,65.64,1,0.078,65.64,60.52,False
ORD-101743,2024-11-28,CUST-9037,Consumer,North,Alex Kim,Online,Electronics,Laptop Stand,30.6,1,0.164,30.6,25.58,True
ORD-101744,2024-11-28,CUST-5274,Small Business,West,Sophie Zhang,Online,Electronics,Smart Watch,193.81,5,0.165,969.05,809.16,False
ORD-101745,2024-11-28,CUST-6916,Small Business,East,Emily Chen,Online,Office Supplies,Desk Lamp,33.7,3,0.219,101.1,78.96,False
ORD-101746,2024-11-28,CUST-5310,Consumer,East,Emily Chen,Marketplace,Beauty,Skincare Set,72.09,6,0.143,432.54,370.69,False
ORD-101747,2024-11-28,CUST-6874,Consumer,East,Liam O'Brien,Online,Electronics,Wireless Earbuds,62.95,1,0.215,62.95,49.42,False
ORD-101748,2024-11-29,CUST-5379,Small Business,South,Chris Evans,Online,Beauty,Electric Shaver,92.29,1,0.151,92.29,78.35,False
ORD-101749,2024-11-29,CUST-7062,Enterprise,South,Maria Gomez,Online,Office Supplies,Notebook Set,14.71,6,0.156,88.26,74.49,False
ORD-101750,2024-11-29,CUST-8090,Small Business,North,Alex Kim,Marketplace,Home & Kitchen,Blender,49.17,3,0.228,147.51,113.88,False
ORD-101751,2024-11-29,CUST-5778,Consumer,South,Maria Gomez,Online,Apparel,Running Shoes,81.18,5,0.115,405.9,359.22,False
ORD-101752,2024-11-29,CUST-8046,Enterprise,East,Liam O'Brien,Online,Electronics,USB-C Hub,34.84,1,0.122,34.84,30.59,False
ORD-101753,2024-11-29,CUST-5010,Small Business,West,Priya Nair,Online,Office Supplies,Notebook Set,14.65,1,0.116,14.65,12.95,False
ORD-101754,2024-11-29,CUST-6765,Small Business,North,Alex Kim,Online,Apparel,Denim Jeans,52.55,2,0.104,105.1,94.17,False
ORD-101755,2024-11-29,CUST-6770,Consumer,Central,Tyler Brooks,Online,Home & Kitchen,Cookware Set,133.68,10,0.154,1336.8,1130.93,False
ORD-101756,2024-11-29,CUST-6341,Consumer,South,Maria Gomez,Marketplace,Beauty,Hair Dryer,46.74,6,0.206,280.44,222.67,False
ORD-101757,2024-11-29,CUST-8911,Consumer,South,Maria Gomez,Online,Electronics,Bluetooth Speaker,43.67,1,0.121,43.67,38.39,False
ORD-101758,2024-11-29,CUST-5996,Enterprise,North,Jordan Lee,Online,Office Supplies,Desk Lamp,33.46,1,0.133,33.46,29.01,False
ORD-101759,2024-11-29,CUST-5570,Consumer,East,Liam O'Brien,Online,Electronics,Bluetooth Speaker,43.27,2,0.168,86.54,72.0,False
ORD-101760,2024-11-29,CUST-5843,Small Business,West,Jake Chen,Marketplace,Office Supplies,Standing Desk,346.99,5,0.2,1734.95,1387.96,False
ORD-101761,2024-11-29,CUST-8008,Consumer,Central,Marcus Webb,Online,Apparel,Running Shoes,78.38,5,0.158,391.9,329.98,False
ORD-101762,2024-11-29,CUST-8662,Consumer,South,Nina Torres,Wholesale,Apparel,T-Shirt Pack,23.92,1,0.24,23.92,18.18,False
ORD-101763,2024-11-29,CUST-7728,Consumer,South,Nina Torres,Marketplace,Home & Kitchen,Coffee Maker,64.7,2,0.167,129.4,107.79,False
ORD-101764,2024-11-30,CUST-7523,Consumer,West,Priya Nair,In-Store,Beauty,Hair Dryer,43.66,2,0.122,87.32,76.67,False
ORD-101765,2024-11-30,CUST-6652,Consumer,West,Jake Chen,Marketplace,Home & Kitchen,Coffee Maker,62.18,2,0.167,124.36,103.59,False
ORD-101766,2024-11-30,CUST-8597,Consumer,Central,Dana Kowalski,In-Store,Electronics,USB-C Hub,35.54,2,0.153,71.08,60.2,False
ORD-101767,2024-11-30,CUST-8094,Consumer,North,Alex Kim,In-Store,Home & Kitchen,Cookware Set,130.93,1,0.159,130.93,110.11,False
ORD-101768,2024-11-30,CUST-7363,Consumer,West,Priya Nair,In-Store,Office Supplies,Notebook Set,15.48,2,0.112,30.96,27.49,False
ORD-101769,2024-11-30,CUST-8333,Small Business,North,Alex Kim,In-Store,Home & Kitchen,Air Fryer,88.21,3,0.175,264.63,218.32,False
ORD-101770,2024-11-30,CUST-5794,Consumer,East,Liam O'Brien,Online,Apparel,Running Shoes,77.08,1,0.18,77.08,63.21,False
ORD-101771,2024-11-30,CUST-8723,Consumer,North,Jordan Lee,In-Store,Office Supplies,Monitor Arm,59.15,8,0.089,473.2,431.09,False
ORD-101772,2024-11-30,CUST-9394,Small Business,East,Liam O'Brien,Marketplace,Office Supplies,Ergonomic Chair,256.96,1,0.204,256.96,204.54,False
ORD-101773,2024-11-30,CUST-6590,Consumer,East,Ravi Shah,Online,Electronics,USB-C Hub,34.09,2,0.133,68.18,59.11,False
ORD-101774,2024-11-30,CUST-5300,Enterprise,North,Sam Patel,Wholesale,Apparel,T-Shirt Pack,24.38,2,0.265,48.76,35.84,False
ORD-101775,2024-11-30,CUST-7112,Consumer,South,Chris Evans,Online,Electronics,Bluetooth Speaker,43.4,1,0.149,43.4,36.93,False
ORD-101776,2024-11-30,CUST-6629,Enterprise,South,Chris Evans,Wholesale,Beauty,Makeup Kit,57.67,2,0.207,115.34,91.46,False
ORD-101777,2024-11-30,CUST-6799,Consumer,South,Nina Torres,In-Store,Office Supplies,Monitor Arm,62.79,5,0.119,313.95,276.59,False
ORD-101778,2024-12-01,CUST-7697,Consumer,North,Alex Kim,In-Store,Office Supplies,Notebook Set,15.23,6,0.181,91.38,74.84,False
ORD-101779,2024-12-01,CUST-8837,Small Business,South,Chris Evans,Marketplace,Office Supplies,Desk Lamp,33.99,2,0.17,67.98,56.42,False
ORD-101780,2024-12-01,CUST-8135,Consumer,West,Jake Chen,Marketplace,Home & Kitchen,Coffee Maker,66.72,3,0.21,200.16,158.13,False
ORD-101781,2024-12-01,CUST-7444,Small Business,South,Chris Evans,Online,Home & Kitchen,Air Fryer,90.75,4,0.142,363.0,311.45,False
ORD-101782,2024-12-01,CUST-6260,Consumer,South,Maria Gomez,Marketplace,Home & Kitchen,Air Fryer,92.24,1,0.276,92.24,66.78,False
ORD-101783,2024-12-01,CUST-6875,Consumer,Central,Marcus Webb,Online,Electronics,Wireless Earbuds,62.15,2,0.137,124.3,107.27,False
ORD-101784,2024-12-01,CUST-7264,Enterprise,North,Sam Patel,In-Store,Beauty,Skincare Set,73.63,2,0.096,147.26,133.12,False
ORD-101785,2024-12-01,CUST-7252,Consumer,West,Jake Chen,Wholesale,Home & Kitchen,Cookware Set,135.37,2,0.284,270.74,193.85,False
ORD-101786,2024-12-01,CUST-7324,Consumer,East,Emily Chen,Online,Beauty,Perfume,72.78,1,0.129,72.78,63.39,True
ORD-101787,2024-12-01,CUST-6423,Consumer,Central,Tyler Brooks,Online,Beauty,Hair Dryer,45.2,2,0.198,90.4,72.5,False
ORD-101788,2024-12-01,CUST-7556,Small Business,South,Chris Evans,In-Store,Office Supplies,Monitor Arm,61.1,1,0.107,61.1,54.56,False
ORD-101789,2024-12-01,CUST-5251,Consumer,West,Sophie Zhang,Online,Apparel,Yoga Pants,39.63,2,0.109,79.26,70.62,False
ORD-101790,2024-12-01,CUST-8421,Consumer,North,Sam Patel,Online,Electronics,Smart Watch,203.09,2,0.166,406.18,338.75,False
ORD-101791,2024-12-01,CUST-7467,Consumer,Central,Marcus Webb,In-Store,Home & Kitchen,Air Fryer,90.43,2,0.133,180.86,156.81,False
ORD-101792,2024-12-01,CUST-7896,Enterprise,South,Maria Gomez,In-Store,Apparel,Yoga Pants,39.28,6,0.082,235.68,216.35,False
ORD-101793,2024-12-01,CUST-6598,Small Business,East,Emily Chen,In-Store,Electronics,Smart Watch,196.45,3,0.162,589.35,493.88,False
ORD-101794,2024-12-01,CUST-5045,Consumer,North,Jordan Lee,In-Store,Electronics,Wireless Earbuds,60.9,8,0.087,487.2,444.81,False
ORD-101795,2024-12-01,CUST-5586,Consumer,Central,Marcus Webb,Wholesale,Apparel,Winter Jacket,125.47,3,0.249,376.41,282.68,False
ORD-101796,2024-12-01,CUST-9314,Small Business,West,Priya Nair,Wholesale,Beauty,Skincare Set,72.75,5,0.27,363.75,265.54,False
ORD-101797,2024-12-01,CUST-5958,Consumer,North,Jordan Lee,Marketplace,Beauty,Skincare Set,74.18,5,0.151,370.9,314.89,False
ORD-101798,2024-12-01,CUST-7504,Consumer,North,Alex Kim,Online,Electronics,Laptop Stand,30.91,4,0.108,123.64,110.29,False
ORD-101799,2024-12-01,CUST-6568,Consumer,South,Nina Torres,Online,Beauty,Skincare Set,72.16,3,0.208,216.48,171.45,False
ORD-101800,2024-12-01,CUST-5394,Consumer,North,Alex Kim,Marketplace,Apparel,Winter Jacket,125.92,2,0.239,251.84,191.65,False
ORD-101801,2024-12-01,CUST-7531,Consumer,South,Chris Evans,In-Store,Office Supplies,Notebook Set,15.26,3,0.118,45.78,40.38,False
ORD-101802,2024-12-02,CUST-5663,Small Business,Central,Tyler Brooks,Wholesale,Home & Kitchen,Cookware Set,135.33,1,0.302,135.33,94.46,False
ORD-101803,2024-12-02,CUST-6263,Small Business,East,Ravi Shah,In-Store,Office Supplies,Notebook Set,15.5,3,0.16,46.5,39.06,True
ORD-101804,2024-12-02,CUST-8768,Consumer,Central,Tyler Brooks,Marketplace,Office Supplies,Monitor Arm,61.65,2,0.252,123.3,92.23,False
ORD-101805,2024-12-02,CUST-8743,Small Business,East,Emily Chen,Online,Apparel,Yoga Pants,38.12,5,0.173,190.6,157.63,False
ORD-101806,2024-12-02,CUST-5615,Consumer,West,Sophie Zhang,In-Store,Home & Kitchen,Vacuum Cleaner,148.59,6,0.224,891.54,691.84,False
ORD-101807,2024-12-02,CUST-5724,Consumer,East,Emily Chen,Marketplace,Office Supplies,Monitor Arm,58.2,1,0.215,58.2,45.69,False
ORD-101808,2024-12-02,CUST-7771,Small Business,South,Maria Gomez,Marketplace,Beauty,Perfume,72.59,3,0.19,217.77,176.39,False
ORD-101809,2024-12-02,CUST-7607,Small Business,East,Liam O'Brien,In-Store,Beauty,Makeup Kit,55.98,8,0.2,447.84,358.27,False
ORD-101810,2024-12-02,CUST-5388,Small Business,East,Liam O'Brien,Online,Electronics,Wireless Earbuds,57.63,6,0.123,345.78,303.25,False
ORD-101811,2024-12-02,CUST-6487,Small Business,Central,Tyler Brooks,Marketplace,Home & Kitchen,Cookware Set,128.16,5,0.169,640.8,532.5,False
ORD-101812,2024-12-02,CUST-8651,Consumer,East,Emily Chen,In-Store,Home & Kitchen,Cookware Set,124.39,1,0.194,124.39,100.26,False
ORD-101813,2024-12-02,CUST-5542,Consumer,West,Jake Chen,Online,Office Supplies,Ergonomic Chair,255.99,1,0.145,255.99,218.87,False
ORD-101814,2024-12-02,CUST-5348,Small Business,West,Jake Chen,In-Store,Office Supplies,Notebook Set,14.87,1,0.174,14.87,12.28,False
ORD-101815,2024-12-02,CUST-6657,Consumer,East,Emily Chen,In-Store,Electronics,Laptop Stand,29.19,6,0.118,175.14,154.47,False
ORD-101816,2024-12-02,CUST-5701,Small Business,East,Liam O'Brien,In-Store,Beauty,Electric Shaver,90.15,4,0.152,360.6,305.79,False
ORD-101817,2024-12-02,CUST-5964,Consumer,South,Chris Evans,Marketplace,Apparel,Running Shoes,76.33,2,0.221,152.66,118.92,False
ORD-101818,2024-12-02,CUST-8635,Small Business,North,Jordan Lee,In-Store,Electronics,Smart Watch,195.14,8,0.152,1561.12,1323.83,False
ORD-101819,2024-12-02,CUST-5113,Small Business,West,Jake Chen,In-Store,Home & Kitchen,Cookware Set,125.77,1,0.169,125.77,104.51,False
ORD-101820,2024-12-03,CUST-5239,Small Business,Central,Dana Kowalski,Online,Electronics,USB-C Hub,36.5,3,0.181,109.5,89.68,False
ORD-101821,2024-12-03,CUST-6142,Small Business,North,Sam Patel,In-Store,Apparel,Yoga Pants,39.5,3,0.168,118.5,98.59,False
ORD-101822,2024-12-03,CUST-5835,Consumer,Central,Dana Kowalski,Online,Electronics,Bluetooth Speaker,45.37,2,0.102,90.74,81.48,False
ORD-101823,2024-12-03,CUST-5454,Consumer,South,Chris Evans,Online,Apparel,Running Shoes,80.01,2,0.159,160.02,134.58,False
ORD-101824,2024-12-03,CUST-6083,Enterprise,East,Emily Chen,Online,Office Supplies,Monitor Arm,60.95,1,0.166,60.95,50.83,False
ORD-101825,2024-12-03,CUST-6191,Consumer,South,Nina Torres,Online,Home & Kitchen,Air Fryer,88.0,3,0.183,264.0,215.69,False
ORD-101826,2024-12-03,CUST-5680,Consumer,North,Jordan Lee,Online,Electronics,Laptop Stand,28.85,2,0.129,57.7,50.26,False
ORD-101827,2024-12-03,CUST-5186,Consumer,North,Alex Kim,In-Store,Apparel,Running Shoes,76.64,1,0.196,76.64,61.62,False
ORD-101828,2024-12-03,CUST-9322,Small Business,South,Chris Evans,Online,Home & Kitchen,Coffee Maker,63.0,8,0.162,504.0,422.35,False
ORD-101829,2024-12-03,CUST-5572,Consumer,North,Jordan Lee,Online,Beauty,Skincare Set,74.86,2,0.179,149.72,122.92,False
ORD-101830,2024-12-03,CUST-6921,Small Business,North,Alex Kim,Wholesale,Apparel,Running Shoes,77.88,4,0.195,311.52,250.77,False
ORD-101831,2024-12-03,CUST-8327,Consumer,North,Alex Kim,In-Store,Electronics,Laptop Stand,29.79,1,0.143,29.79,25.53,False
ORD-101832,2024-12-03,CUST-7248,Consumer,North,Alex Kim,Online,Apparel,T-Shirt Pack,23.81,1,0.064,23.81,22.29,False
ORD-101833,2024-12-03,CUST-7309,Consumer,North,Alex Kim,Online,Office Supplies,Standing Desk,354.45,6,0.233,2126.7,1631.18,False
ORD-101834,2024-12-04,CUST-7803,Small Business,East,Ravi Shah,In-Store,Electronics,Wireless Earbuds,62.26,3,0.125,186.78,163.43,False
ORD-101835,2024-12-04,CUST-7404,Enterprise,West,Jake Chen,In-Store,Home & Kitchen,Cookware Set,124.11,2,0.196,248.22,199.57,False
ORD-101836,2024-12-04,CUST-5443,Consumer,North,Sam Patel,Online,Office Supplies,Desk Lamp,34.0,2,0.171,68.0,56.37,False
ORD-101837,2024-12-04,CUST-6316,Consumer,North,Jordan Lee,Online,Electronics,Laptop Stand,29.44,1,0.099,29.44,26.53,False
ORD-101838,2024-12-04,CUST-7404,Consumer,West,Sophie Zhang,Marketplace,Electronics,USB-C Hub,34.25,6,0.208,205.5,162.76,False
ORD-101839,2024-12-04,CUST-5608,Small Business,North,Sam Patel,Wholesale,Apparel,Running Shoes,76.31,1,0.271,76.31,55.63,False
ORD-101840,2024-12-04,CUST-5457,Enterprise,West,Jake Chen,Marketplace,Office Supplies,Notebook Set,14.4,1,0.194,14.4,11.61,False
ORD-101841,2024-12-04,CUST-6695,Consumer,North,Jordan Lee,Online,Office Supplies,Standing Desk,364.43,6,0.204,2186.58,1740.52,False
ORD-101842,2024-12-04,CUST-7437,Small Business,South,Nina Torres,In-Store,Home & Kitchen,Blender,51.05,1,0.192,51.05,41.25,False
ORD-101843,2024-12-04,CUST-6901,Consumer,North,Jordan Lee,Online,Home & Kitchen,Vacuum Cleaner,156.87,5,0.151,784.35,665.91,False
ORD-101844,2024-12-04,CUST-7762,Consumer,South,Chris Evans,In-Store,Apparel,Running Shoes,79.51,4,0.155,318.04,268.74,False
ORD-101845,2024-12-04,CUST-7584,Consumer,West,Jake Chen,In-Store,Office Supplies,Notebook Set,15.56,2,0.145,31.12,26.61,False
ORD-101846,2024-12-04,CUST-7624,Enterprise,North,Jordan Lee,In-Store,Apparel,Yoga Pants,41.26,1,0.112,41.26,36.64,False
ORD-101847,2024-12-04,CUST-7321,Small Business,Central,Tyler Brooks,In-Store,Home & Kitchen,Blender,51.86,4,0.11,207.44,184.62,False
ORD-101848,2024-12-05,CUST-7370,Consumer,South,Nina Torres,Marketplace,Home & Kitchen,Coffee Maker,61.99,3,0.215,185.97,145.99,False
ORD-101849,2024-12-05,CUST-6625,Enterprise,Central,Marcus Webb,Marketplace,Office Supplies,Ergonomic Chair,253.8,1,0.151,253.8,215.48,False
ORD-101850,2024-12-05,CUST-7564,Consumer,North,Sam Patel,Online,Apparel,Denim Jeans,55.36,6,0.109,332.16,295.95,True
ORD-101851,2024-12-05,CUST-9100,Consumer,North,Alex Kim,Marketplace,Electronics,Wireless Earbuds,60.26,4,0.156,241.04,203.44,False
ORD-101852,2024-12-05,CUST-5128,Small Business,East,Liam O'Brien,Marketplace,Electronics,Bluetooth Speaker,45.01,6,0.198,270.06,216.59,False
ORD-101853,2024-12-05,CUST-7106,Enterprise,North,Sam Patel,Online,Beauty,Skincare Set,77.21,2,0.151,154.42,131.1,False
ORD-101854,2024-12-05,CUST-7179,Consumer,West,Jake Chen,Online,Beauty,Perfume,73.27,1,0.138,73.27,63.16,False
ORD-101855,2024-12-05,CUST-6289,Small Business,East,Emily Chen,Marketplace,Home & Kitchen,Coffee Maker,67.13,6,0.253,402.78,300.88,False
ORD-101856,2024-12-05,CUST-7892,Enterprise,West,Jake Chen,In-Store,Home & Kitchen,Air Fryer,93.32,3,0.135,279.96,242.17,False
ORD-101857,2024-12-05,CUST-5910,Consumer,North,Jordan Lee,In-Store,Electronics,Wireless Earbuds,59.89,3,0.171,179.67,148.95,False
ORD-101858,2024-12-05,CUST-7979,Consumer,East,Emily Chen,In-Store,Electronics,Smart Watch,203.8,3,0.197,611.4,490.95,False
ORD-101859,2024-12-05,CUST-8902,Consumer,East,Ravi Shah,Wholesale,Home & Kitchen,Coffee Maker,64.44,2,0.227,128.88,99.62,False
ORD-101860,2024-12-05,CUST-8690,Small Business,West,Jake Chen,Wholesale,Home & Kitchen,Blender,49.29,1,0.266,49.29,36.18,False
ORD-101861,2024-12-05,CUST-7670,Small Business,South,Maria Gomez,Online,Office Supplies,Notebook Set,15.58,3,0.202,46.74,37.3,False
ORD-101862,2024-12-05,CUST-6589,Consumer,Central,Dana Kowalski,Online,Apparel,Winter Jacket,124.85,4,0.169,499.4,415.0,False
ORD-101863,2024-12-06,CUST-9359,Consumer,Central,Dana Kowalski,In-Store,Office Supplies,Desk Lamp,35.63,6,0.164,213.78,178.72,True
ORD-101864,2024-12-06,CUST-5869,Consumer,Central,Dana Kowalski,Online,Office Supplies,Notebook Set,15.5,1,0.086,15.5,14.17,False
ORD-101865,2024-12-06,CUST-5917,Small Business,East,Emily Chen,Online,Electronics,Laptop Stand,29.57,1,0.076,29.57,27.32,False
ORD-101866,2024-12-06,CUST-6133,Small Business,East,Ravi Shah,Marketplace,Electronics,Smart Watch,198.67,4,0.227,794.68,614.29,False
ORD-101867,2024-12-06,CUST-7164,Consumer,North,Alex Kim,Marketplace,Beauty,Skincare Set,77.4,4,0.202,309.6,247.06,False
ORD-101868,2024-12-06,CUST-7080,Consumer,Central,Dana Kowalski,Marketplace,Office Supplies,Standing Desk,346.42,1,0.227,346.42,267.78,False
ORD-101869,2024-12-06,CUST-7808,Consumer,Central,Tyler Brooks,Online,Home & Kitchen,Coffee Maker,62.0,1,0.149,62.0,52.76,False
ORD-101870,2024-12-06,CUST-6114,Small Business,North,Alex Kim,Marketplace,Electronics,USB-C Hub,34.48,2,0.196,68.96,55.44,False
ORD-101871,2024-12-06,CUST-7428,Small Business,South,Nina Torres,In-Store,Beauty,Hair Dryer,44.53,1,0.173,44.53,36.83,False
ORD-101872,2024-12-06,CUST-5347,Small Business,Central,Tyler Brooks,Online,Electronics,Bluetooth Speaker,43.44,4,0.168,173.76,144.57,False
ORD-101873,2024-12-06,CUST-8192,Consumer,North,Sam Patel,In-Store,Electronics,Wireless Earbuds,59.05,3,0.131,177.15,153.94,False
ORD-101874,2024-12-06,CUST-8541,Consumer,North,Jordan Lee,Marketplace,Beauty,Perfume,73.03,5,0.233,365.15,280.07,False
ORD-101875,2024-12-06,CUST-6725,Small Business,Central,Marcus Webb,In-Store,Office Supplies,Monitor Arm,62.14,2,0.188,124.28,100.92,False
ORD-101876,2024-12-07,CUST-5660,Small Business,West,Sophie Zhang,Wholesale,Apparel,Yoga Pants,39.77,3,0.332,119.31,79.7,False
